houseid,personid,tdtrpnum,trpcnt,trpcnt_AM,TOD,trpcnt_PM,strttime,strhr,strt,startmin,endtime,trvlcmin,trpmiles,trippurp,trptrans,travday,homeown,hhsize,hhvehcnt,hhfaminc,drvrcnt,numadlt,wrkcount,msacat,hh_race,r_age,Age,educ,r_sex,worker,driver
30535667,3,5,1.00,0.00,2.00,1.00,1710,17,1730,10,1720,10,1.76,NHB,4,4,2,3,2,2,3,3,3,2,1,68,1,2,2,1,1
30535667,3,6,1.00,0.00,2.00,1.00,1723,17,1730,23,1730,7,1.16,HBSHOP,4,4,2,3,2,2,3,3,3,2,1,68,1,2,2,1,1
30541216,1,1,1.00,1.00,1.00,0.00,857,8,830,57,1000,63,34.94,HBW,3,2,1,4,5,10,3,3,2,2,1,58,1,4,1,1,1
30541216,1,2,1.00,0.00,0.00,0.00,1135,11,1130,35,1145,10,4.11,NHB,3,2,1,4,5,10,3,3,2,2,1,58,1,4,1,1,1
30541216,1,3,1.00,0.00,0.00,0.00,1150,11,1130,50,1350,120,83.37,NHB,3,2,1,4,5,10,3,3,2,2,1,58,1,4,1,1,1
30541216,1,4,1.00,0.00,0.00,0.00,1352,13,1330,52,1415,23,4.30,NHB,3,2,1,4,5,10,3,3,2,2,1,58,1,4,1,1,1
30541216,1,6,1.00,0.00,0.00,0.00,2125,21,2130,25,2127,2,0.16,NHB,3,2,1,4,5,10,3,3,2,2,1,58,1,4,1,1,1
30541216,2,1,1.00,1.00,1.00,0.00,720,7,730,20,730,10,2.72,HBO,4,2,1,4,5,10,3,3,2,2,1,48,0,3,2,1,1
30541216,2,2,1.00,1.00,1.00,0.00,735,7,730,35,745,10,2.57,NHB,4,2,1,4,5,10,3,3,2,2,1,48,0,3,2,1,1
30541216,2,3,1.00,0.00,0.00,0.00,1500,15,1530,00,1515,15,2.43,NHB,4,2,1,4,5,10,3,3,2,2,1,48,0,3,2,1,1
30541216,2,4,1.00,0.00,0.00,0.00,1540,15,1530,40,1555,15,2.70,NHB,4,2,1,4,5,10,3,3,2,2,1,48,0,3,2,1,1
30541216,2,5,1.00,0.00,2.00,1.00,1615,16,1630,15,1620,5,1.08,NHB,4,2,1,4,5,10,3,3,2,2,1,48,0,3,2,1,1
30541216,2,6,1.00,0.00,2.00,1.00,1800,18,1830,00,1805,5,1.08,NHB,4,2,1,4,5,10,3,3,2,2,1,48,0,3,2,1,1
30541216,2,7,1.00,0.00,2.00,1.00,1845,18,1830,45,1900,15,1.92,NHB,4,2,1,4,5,10,3,3,2,2,1,48,0,3,2,1,1
30541216,2,8,1.00,0.00,0.00,0.00,2000,20,2030,00,2010,10,1.46,NHB,4,2,1,4,5,10,3,3,2,2,1,48,0,3,2,1,1
30541216,2,9,1.00,0.00,0.00,0.00,2035,20,2030,35,2045,10,1.17,HBSHOP,4,2,1,4,5,10,3,3,2,2,1,48,0,3,2,1,1
30541216,3,1,1.00,0.00,0.00,0.00,1230,12,1230,30,1245,15,2.38,NHB,4,2,1,4,5,10,3,3,2,2,1,28,0,3,1,2,1
30541216,3,2,1.00,0.00,0.00,0.00,1330,13,1330,30,1345,15,2.48,NHB,4,2,1,4,5,10,3,3,2,2,1,28,0,3,1,2,1
30541216,3,3,1.00,0.00,0.00,0.00,1445,14,1430,45,1500,15,2.58,NHB,4,2,1,4,5,10,3,3,2,2,1,28,0,3,1,2,1
30541216,3,4,1.00,0.00,0.00,0.00,1510,15,1530,10,1525,15,3.01,NHB,4,2,1,4,5,10,3,3,2,2,1,28,0,3,1,2,1
30551940,1,1,1.00,1.00,1.00,0.00,612,6,630,12,628,16,0.75,HBO,1,5,1,1,1,5,1,1,1,2,1,59,1,3,1,1,1
30551940,1,2,1.00,1.00,1.00,0.00,635,6,630,35,645,10,3.71,HBW,3,5,1,1,1,5,1,1,1,2,1,59,1,3,1,1,1
30551940,1,3,1.00,0.00,0.00,0.00,930,9,930,30,945,15,2.49,NHB,3,5,1,1,1,5,1,1,1,2,1,59,1,3,1,1,1
30551940,1,4,1.00,0.00,0.00,0.00,1000,10,1030,00,1015,15,2.24,NHB,3,5,1,1,1,5,1,1,1,2,1,59,1,3,1,1,1
30551940,1,5,1.00,0.00,0.00,0.00,1045,10,1030,45,1047,2,0.50,NHB,3,5,1,1,1,5,1,1,1,2,1,59,1,3,1,1,1
30551940,1,6,1.00,0.00,0.00,0.00,1300,13,1330,00,1305,5,0.43,NHB,3,5,1,1,1,5,1,1,1,2,1,59,1,3,1,1,1
30551940,1,7,1.00,0.00,0.00,0.00,1315,13,1330,15,1318,3,0.36,NHB,3,5,1,1,1,5,1,1,1,2,1,59,1,3,1,1,1
30551940,1,8,1.00,0.00,2.00,1.00,1715,17,1730,15,1720,5,0.93,NHB,3,5,1,1,1,5,1,1,1,2,1,59,1,3,1,1,1
30551940,1,9,1.00,0.00,2.00,1.00,1745,17,1730,45,1800,15,3.91,NHB,3,5,1,1,1,5,1,1,1,2,1,59,1,3,1,1,1
30551940,1,10,1.00,0.00,2.00,1.00,1801,18,1830,01,1810,9,0.50,HBSOCREC,1,5,1,1,1,5,1,1,1,2,1,59,1,3,1,1,1
30551940,1,11,1.00,0.00,0.00,0.00,2230,22,2230,30,2250,20,0.75,HBO,1,5,1,1,1,5,1,1,1,2,1,59,1,3,1,1,1
30552637,1,1,1.00,0.00,0.00,0.00,915,9,930,15,945,30,16.45,HBW,3,6,2,2,2,5,2,2,2,2,1,41,0,4,1,1,1
30552637,1,2,1.00,0.00,0.00,0.00,2000,20,2030,00,2025,25,16.77,HBW,3,6,2,2,2,5,2,2,2,2,1,41,0,4,1,1,1
30552637,2,1,1.00,1.00,1.00,0.00,715,7,730,15,800,45,22.43,HBW,3,6,2,2,2,5,2,2,2,2,1,43,0,5,2,1,1
30552637,2,2,1.00,0.00,2.00,1.00,1600,16,1630,00,1700,60,20.28,HBW,3,6,2,2,2,5,2,2,2,2,1,43,0,5,2,1,1
30555291,1,1,1.00,0.00,0.00,0.00,955,9,930,55,1007,12,7.99,NHB,5,6,1,2,1,-7,2,2,0,2,1,68,1,3,1,2,1
30555291,1,2,1.00,0.00,0.00,0.00,1030,10,1030,30,1035,5,0.21,NHB,5,6,1,2,1,-7,2,2,0,2,1,68,1,3,1,2,1
30555291,1,3,1.00,0.00,0.00,0.00,1045,10,1030,45,1140,55,10.14,NHB,5,6,1,2,1,-7,2,2,0,2,1,68,1,3,1,2,1
30555291,1,4,1.00,0.00,0.00,0.00,1201,12,1230,01,1300,59,9.26,NHB,5,6,1,2,1,-7,2,2,0,2,1,68,1,3,1,2,1
30555291,1,5,1.00,0.00,0.00,0.00,1342,13,1330,42,1436,54,5.57,NHB,5,6,1,2,1,-7,2,2,0,2,1,68,1,3,1,2,1
30555291,2,1,1.00,0.00,0.00,0.00,955,9,930,55,1007,12,7.99,HBSOCREC,5,6,1,2,1,-7,2,2,0,2,1,67,1,4,2,2,1
30555291,2,2,1.00,0.00,0.00,0.00,1030,10,1030,30,1035,5,0.21,NHB,5,6,1,2,1,-7,2,2,0,2,1,67,1,4,2,2,1
30555291,2,3,1.00,0.00,0.00,0.00,1045,10,1030,45,1140,55,10.14,NHB,5,6,1,2,1,-7,2,2,0,2,1,67,1,4,2,2,1
30555291,2,4,1.00,0.00,0.00,0.00,1201,12,1230,01,1351,110,9.26,NHB,5,6,1,2,1,-7,2,2,0,2,1,67,1,4,2,2,1
30555291,2,5,1.00,0.00,0.00,0.00,1417,14,1430,17,1436,19,5.57,NHB,5,6,1,2,1,-7,2,2,0,2,1,67,1,4,2,2,1
40011307,1,1,1.00,1.00,1.00,0.00,600,6,630,00,730,90,41.74,HBSHOP,3,2,1,1,1,1,1,1,0,2,1,79,1,3,2,2,1
40011307,1,3,1.00,0.00,0.00,0.00,1130,11,1130,30,1150,20,7.68,NHB,3,2,1,1,1,1,1,1,0,2,1,79,1,3,2,2,1
40034794,1,1,1.00,0.00,0.00,0.00,515,5,530,15,540,25,20.13,HBW,4,4,1,2,6,10,2,2,1,2,1,58,1,3,1,1,1
40034794,1,2,1.00,0.00,2.00,1.00,1810,18,1830,10,1905,55,21.46,HBW,4,4,1,2,6,10,2,2,1,2,1,58,1,3,1,1,1
40034794,2,1,1.00,0.00,0.00,0.00,915,9,930,15,920,5,1.47,HBSHOP,6,4,1,2,6,10,2,2,1,2,1,58,1,3,2,2,1
40034794,2,2,1.00,0.00,0.00,0.00,950,9,930,50,955,5,1.53,HBSHOP,6,4,1,2,6,10,2,2,1,2,1,58,1,3,2,2,1
40074771,1,1,1.00,1.00,1.00,0.00,650,6,630,50,743,53,28.45,HBW,3,4,1,2,3,8,2,2,2,2,1,50,0,4,2,1,1
40074771,1,2,1.00,0.00,0.00,0.00,1547,15,1530,47,1642,55,28.44,HBW,3,4,1,2,3,8,2,2,2,2,1,50,0,4,2,1,1
40074771,2,1,1.00,1.00,1.00,0.00,720,7,730,20,810,50,29.92,HBW,4,4,1,2,3,8,2,2,2,2,1,51,1,4,1,1,1
40074771,2,2,1.00,0.00,0.00,0.00,1330,13,1330,30,1340,10,0.26,NHB,1,4,1,2,3,8,2,2,2,2,1,51,1,4,1,1,1
40074771,2,3,1.00,0.00,0.00,0.00,1420,14,1430,20,1430,10,0.26,NHB,1,4,1,2,3,8,2,2,2,2,1,51,1,4,1,1,1
40074771,2,4,1.00,0.00,2.00,1.00,1805,18,1830,05,1850,45,25.20,NHB,4,4,1,2,3,8,2,2,2,2,1,51,1,4,1,1,1
40074771,2,5,1.00,0.00,0.00,0.00,1935,19,1930,35,1950,15,5.07,HBSHOP,4,4,1,2,3,8,2,2,2,2,1,51,1,4,1,1,1
40124234,1,1,1.00,1.00,1.00,0.00,730,7,730,30,745,15,4.66,HBO,3,6,1,3,3,7,2,2,2,2,1,66,1,5,1,1,1
40124234,1,2,1.00,1.00,1.00,0.00,747,7,730,47,800,13,4.66,HBO,3,6,1,3,3,7,2,2,2,2,1,66,1,5,1,1,1
40124234,1,3,1.00,0.00,0.00,0.00,945,9,930,45,1010,25,5.11,HBW,3,6,1,3,3,7,2,2,2,2,1,66,1,5,1,1,1
40124234,1,4,1.00,0.00,0.00,0.00,1205,12,1230,05,1214,9,1.53,NHB,3,6,1,3,3,7,2,2,2,2,1,66,1,5,1,1,1
40124234,1,5,1.00,0.00,0.00,0.00,1215,12,1230,15,1235,20,4.66,HBO,3,6,1,3,3,7,2,2,2,2,1,66,1,5,1,1,1
40124234,1,6,1.00,0.00,0.00,0.00,1300,13,1330,00,1320,20,5.11,HBW,3,6,1,3,3,7,2,2,2,2,1,66,1,5,1,1,1
40124234,1,7,1.00,0.00,2.00,1.00,1600,16,1630,00,1630,30,5.11,HBW,3,6,1,3,3,7,2,2,2,2,1,66,1,5,1,1,1
40124234,2,1,1.00,1.00,1.00,0.00,630,6,630,30,700,30,24.51,HBW,3,6,1,3,3,7,2,2,2,2,1,58,1,5,2,1,1
40124234,2,2,1.00,0.00,2.00,1.00,1700,17,1730,00,1730,30,25.87,HBW,3,6,1,3,3,7,2,2,2,2,1,58,1,5,2,1,1
40125416,1,1,1.00,1.00,1.00,0.00,730,7,730,30,845,75,54.46,HBW,4,3,1,4,2,11,2,2,2,2,6,36,0,5,2,1,1
40125416,1,2,1.00,0.00,2.00,1.00,1610,16,1630,10,1730,80,53.48,HBW,4,3,1,4,2,11,2,2,2,2,6,36,0,5,2,1,1
40125416,2,1,1.00,1.00,1.00,0.00,705,7,730,05,730,25,11.84,HBW,4,3,1,4,2,11,2,2,2,2,6,35,0,5,1,1,1
40125416,2,2,1.00,0.00,2.00,1.00,1650,16,1630,50,1720,30,11.54,HBW,4,3,1,4,2,11,2,2,2,2,6,35,0,5,1,1,1
40147549,1,1,1.00,0.00,0.00,0.00,927,9,930,27,943,16,0.17,HBO,1,4,1,2,2,6,2,2,0,2,1,70,1,5,2,2,1
40147549,1,2,1.00,0.00,0.00,0.00,1250,12,1230,50,1300,10,3.85,HBSHOP,4,4,1,2,2,6,2,2,0,2,1,70,1,5,2,2,1
40147549,1,3,1.00,0.00,0.00,0.00,1320,13,1330,20,1323,3,0.51,NHB,4,4,1,2,2,6,2,2,0,2,1,70,1,5,2,2,1
40147549,1,4,1.00,0.00,0.00,0.00,1410,14,1430,10,1413,3,0.41,NHB,4,4,1,2,2,6,2,2,0,2,1,70,1,5,2,2,1
40147549,1,5,1.00,0.00,0.00,0.00,1420,14,1430,20,1432,12,3.78,HBSHOP,4,4,1,2,2,6,2,2,0,2,1,70,1,5,2,2,1
40147549,2,1,1.00,0.00,0.00,0.00,1115,11,1130,15,1130,15,6.53,HBSOCREC,3,4,1,2,2,6,2,2,0,2,1,76,1,4,1,2,1
40147549,2,2,1.00,0.00,0.00,0.00,1315,13,1330,15,1338,23,7.91,NHB,3,4,1,2,2,6,2,2,0,2,1,76,1,4,1,2,1
40147549,2,3,1.00,0.00,0.00,0.00,1358,13,1330,58,1410,12,2.51,HBSHOP,3,4,1,2,2,6,2,2,0,2,1,76,1,4,1,2,1
40153358,1,1,1.00,1.00,1.00,0.00,814,8,830,14,901,47,21.11,HBW,3,5,1,3,2,11,2,2,2,2,1,45,0,5,1,1,1
40153358,1,2,1.00,0.00,2.00,1.00,1812,18,1830,12,1849,37,21.00,HBW,3,5,1,3,2,11,2,2,2,2,1,45,0,5,1,1,1
40155958,1,1,1.00,1.00,1.00,0.00,700,7,730,00,745,45,27.11,HBW,3,2,2,5,4,7,4,3,3,2,1,36,0,2,1,1,1
40155958,1,2,1.00,0.00,0.00,0.00,1905,19,1930,05,2010,65,27.11,HBW,3,2,2,5,4,7,4,3,3,2,1,36,0,2,1,1,1
40155958,2,1,1.00,1.00,1.00,0.00,810,8,830,10,820,10,2.31,HBO,4,2,2,5,4,7,4,3,3,2,1,40,0,2,2,1,1
40155958,2,2,1.00,1.00,1.00,0.00,827,8,830,27,850,23,11.64,NHB,4,2,2,5,4,7,4,3,3,2,1,40,0,2,2,1,1
40155958,2,3,1.00,0.00,2.00,1.00,1705,17,1730,05,1730,25,12.15,NHB,4,2,2,5,4,7,4,3,3,2,1,40,0,2,2,1,1
40155958,2,4,1.00,0.00,2.00,1.00,1740,17,1730,40,1750,10,1.63,HBO,4,2,2,5,4,7,4,3,3,2,1,40,0,2,2,1,1
40155958,3,1,1.00,1.00,1.00,0.00,830,8,830,30,900,30,7.97,HBSOCREC,3,2,2,5,4,7,4,3,3,2,1,18,0,2,1,1,1
40155958,3,2,1.00,0.00,0.00,0.00,1000,10,1030,00,1030,30,8.02,HBSOCREC,3,2,2,5,4,7,4,3,3,2,1,18,0,2,1,1,1
40155958,3,3,1.00,0.00,0.00,0.00,1319,13,1330,19,1400,41,8.76,HBO,3,2,2,5,4,7,4,3,3,2,1,18,0,2,1,1,1
40155958,3,4,1.00,0.00,0.00,0.00,1415,14,1430,15,1455,40,8.81,HBO,3,2,2,5,4,7,4,3,3,2,1,18,0,2,1,1,1
40155958,3,5,1.00,0.00,0.00,0.00,1530,15,1530,30,1545,15,8.64,HBSOCREC,3,2,2,5,4,7,4,3,3,2,1,18,0,2,1,1,1
40155958,3,6,1.00,0.00,0.00,0.00,2141,21,2130,41,2200,19,8.67,HBSOCREC,3,2,2,5,4,7,4,3,3,2,1,18,0,2,1,1,1
40161936,1,1,1.00,1.00,1.00,0.00,830,8,830,30,900,30,17.88,HBW,3,6,2,2,3,9,2,2,2,2,1,62,1,5,2,1,1
40161936,1,2,1.00,0.00,2.00,1.00,1815,18,1830,15,1830,15,3.29,NHB,3,6,2,2,3,9,2,2,2,2,1,62,1,5,2,1,1
40161936,1,3,1.00,0.00,0.00,0.00,1915,19,1930,15,1925,10,0.58,NHB,3,6,2,2,3,9,2,2,2,2,1,62,1,5,2,1,1
40161936,1,4,1.00,0.00,0.00,0.00,2020,20,2030,20,2050,30,16.47,HBSHOP,3,6,2,2,3,9,2,2,2,2,1,62,1,5,2,1,1
40161936,2,1,1.00,0.00,0.00,0.00,510,5,530,10,522,12,9.14,HBW,6,6,2,2,3,9,2,2,2,2,1,63,1,4,1,1,1
40161936,2,3,1.00,0.00,0.00,0.00,1038,10,1030,38,1051,13,8.85,NHB,97,6,2,2,3,9,2,2,2,2,1,63,1,4,1,1,1
40161936,2,4,1.00,0.00,0.00,0.00,2114,21,2130,14,2119,5,1.08,NHB,97,6,2,2,3,9,2,2,2,2,1,63,1,4,1,1,1
40161936,2,6,1.00,0.00,0.00,0.00,138,1,130,38,150,12,10.15,NHB,6,6,2,2,3,9,2,2,2,2,1,63,1,4,1,1,1
40169510,1,1,1.00,0.00,0.00,0.00,1110,11,1130,10,1200,50,10.30,HBW,3,5,1,2,1,6,2,2,2,2,1,33,0,3,2,1,1
40169510,1,2,1.00,0.00,0.00,0.00,1530,15,1530,30,1537,7,2.54,HBSHOP,3,5,1,2,1,6,2,2,2,2,1,33,0,3,2,1,1
40169510,1,3,1.00,0.00,0.00,0.00,1550,15,1530,50,1600,10,4.42,NHB,3,5,1,2,1,6,2,2,2,2,1,33,0,3,2,1,1
40169510,1,4,1.00,0.00,2.00,1.00,1615,16,1630,15,1622,7,7.31,HBO,3,5,1,2,1,6,2,2,2,2,1,33,0,3,2,1,1
40169510,1,5,1.00,0.00,0.00,0.00,1945,19,1930,45,1950,5,0.96,HBO,3,5,1,2,1,6,2,2,2,2,1,33,0,3,2,1,1
40169510,1,6,1.00,0.00,0.00,0.00,1955,19,1930,55,2000,5,0.54,HBO,3,5,1,2,1,6,2,2,2,2,1,33,0,3,2,1,1
40169510,2,1,1.00,0.00,2.00,1.00,1615,16,1630,15,1622,7,7.31,HBW,3,5,1,2,1,6,2,2,2,2,1,41,0,4,2,1,1
40169510,2,2,1.00,0.00,0.00,0.00,1945,19,1930,45,1950,5,0.96,HBO,3,5,1,2,1,6,2,2,2,2,1,41,0,4,2,1,1
40169510,2,3,1.00,0.00,0.00,0.00,1955,19,1930,55,2000,5,0.54,HBO,3,5,1,2,1,6,2,2,2,2,1,41,0,4,2,1,1
40170778,1,1,1.00,0.00,2.00,1.00,1700,17,1730,00,1707,7,2.93,NHB,4,3,1,2,2,6,2,2,1,2,1,51,1,5,1,1,1
40170778,1,2,1.00,0.00,0.00,0.00,2007,20,2030,07,2020,13,2.93,HBW,4,3,1,2,2,6,2,2,1,2,1,51,1,5,1,1,1
40182810,1,1,1.00,0.00,0.00,0.00,925,9,930,25,930,5,0.24,HBSOCREC,1,4,1,4,2,11,2,2,2,2,1,47,0,4,1,1,1
40182810,1,2,1.00,0.00,0.00,0.00,1020,10,1030,20,1030,10,0.24,HBSOCREC,1,4,1,4,2,11,2,2,2,2,1,47,0,4,1,1,1
40182810,1,3,1.00,0.00,2.00,1.00,1630,16,1630,30,1655,25,19.29,HBSHOP,4,4,1,4,2,11,2,2,2,2,1,47,0,4,1,1,1
40182810,1,4,1.00,0.00,2.00,1.00,1734,17,1730,34,1810,36,9.80,NHB,4,4,1,4,2,11,2,2,2,2,1,47,0,4,1,1,1
40182810,1,5,1.00,0.00,2.00,1.00,1815,18,1830,15,1835,20,10.68,HBO,4,4,1,4,2,11,2,2,2,2,1,47,0,4,1,1,1
40182810,2,1,1.00,1.00,1.00,0.00,645,6,630,45,650,5,2.05,HBO,5,4,1,4,2,11,2,2,2,2,1,46,0,4,2,1,1
40182810,2,2,1.00,1.00,1.00,0.00,655,6,630,55,705,10,2.03,HBO,5,4,1,4,2,11,2,2,2,2,1,46,0,4,2,1,1
40182810,2,3,1.00,1.00,1.00,0.00,830,8,830,30,835,5,1.35,HBO,5,4,1,4,2,11,2,2,2,2,1,46,0,4,2,1,1
40182810,2,4,1.00,1.00,1.00,0.00,840,8,830,40,845,5,1.34,HBO,5,4,1,4,2,11,2,2,2,2,1,46,0,4,2,1,1
40182810,2,5,1.00,0.00,0.00,0.00,1430,14,1430,30,1435,5,2.34,HBSHOP,5,4,1,4,2,11,2,2,2,2,1,46,0,4,2,1,1
40182810,2,6,1.00,0.00,0.00,0.00,1515,15,1530,15,1520,5,1.50,NHB,5,4,1,4,2,11,2,2,2,2,1,46,0,4,2,1,1
40182810,2,7,1.00,0.00,0.00,0.00,1525,15,1530,25,1530,5,0.28,NHB,5,4,1,4,2,11,2,2,2,2,1,46,0,4,2,1,1
40182810,2,8,1.00,0.00,2.00,1.00,1615,16,1630,15,1620,5,1.11,HBSHOP,5,4,1,4,2,11,2,2,2,2,1,46,0,4,2,1,1
40184626,1,1,1.00,0.00,2.00,1.00,1700,17,1730,00,1730,30,11.47,HBO,3,4,1,1,1,5,1,1,0,2,1,78,1,2,1,2,1
40184626,1,2,1.00,0.00,0.00,0.00,2030,20,2030,30,2100,30,11.79,HBO,3,4,1,1,1,5,1,1,0,2,1,78,1,2,1,2,1
40223570,1,1,1.00,0.00,0.00,0.00,1545,15,1530,45,1635,50,21.42,HBW,6,2,1,2,2,4,2,2,2,2,1,76,1,2,1,1,1
40223570,1,2,1.00,0.00,0.00,0.00,2300,23,2330,00,2345,45,22.12,HBW,6,2,1,2,2,4,2,2,2,2,1,76,1,2,1,1,1
40234921,1,1,1.00,1.00,1.00,0.00,700,7,730,00,720,20,0.50,HBO,1,5,1,1,1,5,1,1,0,2,1,67,1,5,2,2,1
40234921,1,2,1.00,1.00,1.00,0.00,815,8,830,15,820,5,0.73,HBSHOP,7,5,1,1,1,5,1,1,0,2,1,67,1,5,2,2,1
40234921,1,3,1.00,1.00,1.00,0.00,830,8,830,30,831,1,0.18,NHB,7,5,1,1,1,5,1,1,0,2,1,67,1,5,2,2,1
40234921,1,4,1.00,0.00,0.00,0.00,930,9,930,30,935,5,1.07,HBSOCREC,7,5,1,1,1,5,1,1,0,2,1,67,1,5,2,2,1
40234921,1,5,1.00,0.00,0.00,0.00,1030,10,1030,30,1055,25,0.50,HBO,1,5,1,1,1,5,1,1,0,2,1,67,1,5,2,2,1
40234921,1,6,1.00,0.00,0.00,0.00,1145,11,1130,45,1155,10,1.07,HBO,7,5,1,1,1,5,1,1,0,2,1,67,1,5,2,2,1
40234921,1,7,1.00,0.00,0.00,0.00,1400,14,1430,00,1405,5,1.07,HBO,7,5,1,1,1,5,1,1,0,2,1,67,1,5,2,2,1
40234921,1,8,1.00,0.00,2.00,1.00,1655,16,1630,55,1720,25,0.50,HBO,1,5,1,1,1,5,1,1,0,2,1,67,1,5,2,2,1
40272738,1,1,1.00,1.00,1.00,0.00,650,6,630,50,730,40,15.25,HBW,5,3,1,3,5,6,3,2,2,2,1,50,0,2,1,1,1
40272738,1,2,1.00,0.00,0.00,0.00,1500,15,1530,00,1540,40,14.76,HBW,5,3,1,3,5,6,3,2,2,2,1,50,0,2,1,1,1
40272738,2,1,1.00,1.00,1.00,0.00,700,7,730,00,715,15,6.79,HBW,3,3,1,3,5,6,3,2,2,2,1,45,0,2,2,1,1
